id,name,age,nationality,country,club,leagueName,position,alternativePositions,preferredFoot,marketValue,OVR,PAC,SHO,PAS,DRI,DEF,PHY,cardType,source
isr_393,Adir Córdoba,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CB,,,,66,51,35,35,38,80,78,active,israeli
isr_394,Tarek Boshanek,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CB,,,,61,45,35,39,35,72,70,active,israeli
isr_395,Aviv Lin,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CB,,,,64,49,35,35,37,78,76,active,israeli
isr_396,Itamar Gueta,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,LB,,,,66,62,36,49,44,60,50,active,israeli
isr_397,Harel Lichtenstein,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,RB,,,,64,56,35,44,48,63,44,active,israeli
isr_398,Ron Gabay,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CB,,,,71,53,35,37,40,85,83,active,israeli
isr_399,Noam Agmon,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CB,,,,66,47,35,40,35,76,74,active,israeli
isr_400,Hamed Sawadogo,,Côte d'Ivoire,Côte d'Ivoire,Hapoel Ra'anana,Liga Leumit,CB,,,,73,53,35,45,39,86,83,active,israeli
isr_401,Gal Kolani,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CDM,,,,66,43,35,59,48,77,64,active,israeli
isr_402,Yuvel Titelman,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CM,,,,66,51,46,68,58,41,47,active,israeli
isr_403,Snir Shoker,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CM,,,,63,51,47,68,50,42,47,active,israeli
isr_404,Awajo Asefa,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CAM,,,,69,50,60,75,77,35,38,active,israeli
isr_405,Ihab Abu Alsheikh,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,LM,,,,68,75,49,56,72,35,49,active,israeli
isr_406,Roee Satularo,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,RM,,,,63,66,50,56,72,35,42,active,israeli
isr_407,Lee-Yam Dan,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CDM,,,,68,44,35,60,48,78,65,active,israeli
isr_408,Saidu Fofanah,,SLE,SLE,Hapoel Ra'anana,Liga Leumit,CM,,,,74,59,53,78,58,48,54,active,israeli
isr_409,Dor Kochav,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CM,,,,72,58,52,76,56,47,53,active,israeli
isr_410,Tom Berkovic,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,CAM,,,,65,52,61,76,68,35,41,active,israeli
isr_411,Michael Maman,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,ST,,,,66,65,81,40,55,35,67,active,israeli
isr_412,Omer Senior,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,ST,,,,73,69,87,41,68,35,71,active,israeli
isr_413,Isaac Oppong,,Ghana,Ghana,Hapoel Ra'anana,Liga Leumit,LW,,,,76,90,71,62,87,35,47,active,israeli
isr_414,Omer Dahan,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,RW,,,,71,84,67,58,81,35,44,active,israeli
isr_415,Wonderson Yakubu,,Nigeria,Nigeria,Hapoel Ra'anana,Liga Leumit,ST,,,,67,71,78,37,61,35,64,active,israeli
isr_416,Shon Ben Nesher,,Israel,Israel,Maccabi Herzliya,Liga Leumit,GK,,,,63,35,35,40,37,35,44,active,israeli
isr_417,Tal Bomshtein,,Israel,Israel,Maccabi Herzliya,Liga Leumit,GK,,,,69,35,35,45,41,35,50,active,israeli
isr_418,Roei Herman,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CB,,,,65,46,35,40,35,75,73,active,israeli
isr_419,Alon Ginat,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CB,,,,70,46,35,40,43,87,75,active,israeli
isr_420,Ali Kayal,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CB,,,,67,48,35,42,36,78,76,active,israeli
isr_421,Karem Badran,,Israel,Israel,Maccabi Herzliya,Liga Leumit,LB,,,,59,56,35,36,40,54,45,active,israeli
isr_422,Rom Elias,,Israel,Israel,Maccabi Herzliya,Liga Leumit,RB,,,,61,55,35,43,39,53,44,active,israeli
isr_423,Ori Ziv,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CB,,,,63,41,35,36,39,79,68,active,israeli
isr_424,Ziv Leigh,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CB,,,,71,52,35,45,39,84,82,active,israeli
isr_425,Ran Vaturi,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CB,,,,63,44,35,39,35,73,71,active,israeli
isr_426,Ori Tza'adon,,Israel,Israel,Maccabi Herzliya,Liga Leumit,LB,,,,61,54,35,42,47,52,43,active,israeli
isr_427,Shay Ayzen,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CDM,,,,60,40,35,55,45,62,59,active,israeli
isr_428,Eylon Yerushalmi,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CM,,,,68,57,43,66,56,47,53,active,israeli
isr_429,Tom Alen Tolić,,Croatia,Croatia,Maccabi Herzliya,Liga Leumit,CM,,,,65,49,44,66,56,48,45,active,israeli
isr_430,Ofek Ovadia,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CAM,,,,70,53,63,78,80,35,41,active,israeli
isr_431,Paz Shifman,,Israel,Israel,Maccabi Herzliya,Liga Leumit,LM,,,,71,74,55,62,80,35,46,active,israeli
isr_432,Amit Yeverbaum,,Israel,Israel,Maccabi Herzliya,Liga Leumit,RM,,,,61,64,49,55,70,35,40,active,israeli
isr_433,Ofek Mishan,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CDM,,,,65,47,35,63,42,71,67,active,israeli
isr_434,Tal Naim,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CM,,,,73,58,53,77,57,48,54,active,israeli
isr_435,Maor Silvas,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CM,,,,68,57,43,66,56,47,53,active,israeli
isr_436,Amit Ben Kish,,Israel,Israel,Maccabi Herzliya,Liga Leumit,CAM,,,,71,56,66,82,75,35,45,active,israeli
isr_437,Or Inbrum,,Israel,Israel,Maccabi Herzliya,Liga Leumit,ST,,,,66,70,77,36,60,35,63,active,israeli
isr_438,Ansony Frías,,Panama,Panama,Maccabi Herzliya,Liga Leumit,ST,,,,66,62,78,37,61,35,64,active,israeli
isr_439,Ohad Barzilay,,Israel,Israel,Maccabi Herzliya,Liga Leumit,LW,,,,71,82,65,56,88,35,42,active,israeli
isr_440,Wilinton Aponzá,,Colombia,Colombia,Maccabi Herzliya,Liga Leumit,RW,,,,74,89,63,54,86,35,47,active,israeli
isr_441,Razi Abu Hamdan,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,GK,,,,70,37,35,47,43,35,52,active,israeli
isr_442,Yanir Nimni,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,GK,,,,72,41,35,51,38,35,56,active,israeli
isr_443,Getachew Yabelo,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CB,,,,68,49,35,42,36,80,77,active,israeli
isr_444,Eliran Zadok,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CB,,,,63,42,35,37,40,80,69,active,israeli
isr_445,Noam Cohen,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CB,,,,66,48,35,41,35,77,75,active,israeli
isr_446,Alon Demol,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,LB,,,,68,66,35,43,48,64,53,active,israeli
isr_447,Konadu Yiadom,,Ghana,Ghana,Hapoel Kfar Saba,Liga Leumit,RB,,,,69,67,35,45,49,65,46,active,israeli
isr_448,Tomer Arbel,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CB,,,,67,50,35,35,38,80,78,active,israeli
isr_449,Guy Shelach,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CB,,,,65,47,35,41,35,76,74,active,israeli
isr_450,Gitay Sofir,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CDM,,,,62,45,35,52,41,68,65,active,israeli
isr_451,Itay Ehud,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CM,,,,59,51,38,58,49,42,38,active,israeli
isr_452,Adi Tzur,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CM,,,,62,47,42,63,54,46,43,active,israeli
isr_453,Roy Harel,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CAM,,,,62,49,59,72,65,35,39,active,israeli
isr_454,Hamza Shibli,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,LM,,,,62,68,52,59,65,35,44,active,israeli
isr_455,Liad Shmueli,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,RM,,,,71,73,54,61,79,35,45,active,israeli
isr_456,Ofek Peretz,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CDM,,,,63,42,35,58,47,65,62,active,israeli
isr_457,Itay Shavit,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CM,,,,64,49,45,66,56,40,45,active,israeli
isr_458,Gilbert Bandama,,Côte d'Ivoire,Côte d'Ivoire,Hapoel Kfar Saba,Liga Leumit,CM,,,,72,54,48,72,61,52,49,active,israeli
isr_459,Amit Arazi,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,CAM,,,,62,45,55,68,70,35,35,active,israeli
isr_460,Dan Kaduri,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,LM,,,,62,64,48,55,70,35,40,active,israeli
isr_461,Almog Elshtein,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,RM,,,,63,70,45,51,67,35,46,active,israeli
isr_462,Yoav Koren,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,ST,,,,71,67,84,40,66,35,69,active,israeli
isr_463,Julio César,,Brazil,Brazil,Hapoel Kfar Saba,Liga Leumit,ST,,,,73,72,90,44,62,35,74,active,israeli
isr_464,Niv Tubul,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,LW,,,,70,85,59,51,82,35,45,active,israeli
isr_465,Lion Caro,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,RW,,,,70,80,63,55,86,35,40,active,israeli
isr_466,Roy Buganim,,Israel,Israel,Hapoel Kfar Saba,Liga Leumit,ST,,,,63,66,73,35,57,35,68,active,israeli
isr_467,Rogério Santos,,Portugal,Portugal,Ironi Tiberias,Liga Leumit,GK,,,,71,40,35,50,37,35,55,active,israeli
isr_468,Ido Sharon,,Israel,Israel,Ironi Tiberias,Liga Leumit,GK,,,,62,38,35,38,35,35,43,active,israeli
isr_469,Jones Abu Ganima,,Israel,Israel,Ironi Tiberias,Liga Leumit,GK,,,,68,39,35,40,36,35,54,active,israeli
isr_470,Omer Itzhak,,Israel,Israel,Ironi Tiberias,Liga Leumit,CB,,,,66,51,35,35,38,80,78,active,israeli
isr_471,Sambinha,,Guinea-Bissau,Guinea-Bissau,Ironi Tiberias,Liga Leumit,CB,,,,63,49,35,35,38,78,67,active,israeli
isr_472,Eli Balilty,,Israel,Israel,Ironi Tiberias,Liga Leumit,CB,,,,66,44,35,37,40,82,71,active,israeli
isr_473,Ron Unger,,Israel,Israel,Ironi Tiberias,Liga Leumit,LB,,,,59,58,35,38,42,56,38,active,israeli
isr_474,Yehonatan Hasson,,Israel,Israel,Ironi Tiberias,Liga Leumit,RB,,,,62,59,35,38,42,57,48,active,israeli
isr_475,Ondřej Bačo,,Czech Republic,Czech Republic,Ironi Tiberias,Liga Leumit,CB,,,,69,48,35,41,44,79,76,active,israeli
isr_476,Daniel Joulani,,Ukraine,Ukraine,Ironi Tiberias,Liga Leumit,CB,,,,63,49,35,35,38,78,67,active,israeli
isr_477,Nehoray Chen,,Israel,Israel,Ironi Tiberias,Liga Leumit,CB,,,,65,49,35,35,37,78,76,active,israeli
isr_478,Haroun Shapso,,Israel,Israel,Ironi Tiberias,Liga Leumit,LB,,,,67,65,35,43,47,63,52,active,israeli
isr_479,David Keltjens,,Israel,Israel,Ironi Tiberias,Liga Leumit,CDM,,,,63,48,35,55,44,71,59,active,israeli
isr_480,Yonatan Teper,,Israel,Israel,Ironi Tiberias,Liga Leumit,CM,,,,61,47,42,63,54,37,43,active,israeli
isr_481,Firas Abu Akel,,Israel,Israel,Ironi Tiberias,Liga Leumit,CM,,,,63,46,42,63,54,46,42,active,israeli
isr_482,Guy Hadida,,Israel,Israel,Ironi Tiberias,Liga Leumit,CAM,,,,64,51,60,74,67,35,40,active,israeli
isr_483,Eithan Velblum,,Israel,Israel,Ironi Tiberias,Liga Leumit,LM,,,,67,72,55,62,69,35,47,active,israeli
isr_484,Muhammed Usman,,Nigeria,Nigeria,Ironi Tiberias,Liga Leumit,RM,,,,68,71,54,61,77,35,45,active,israeli
isr_485,Niv Gotlieb,,Israel,Israel,Ironi Tiberias,Liga Leumit,CDM,,,,63,44,35,60,40,67,64,active,israeli
isr_486,Yarin Swisa,,Israel,Israel,Ironi Tiberias,Liga Leumit,CM,,,,63,54,41,62,53,45,41,active,israeli
isr_487,Matan Dgani,,Israel,Israel,Ironi Tiberias,Liga Leumit,CM,,,,60,48,44,64,46,39,44,active,israeli
isr_488,Waheb Habiballah,,Israel,Israel,Ironi Tiberias,Liga Leumit,ST,,,,68,69,86,43,59,35,71,active,israeli
isr_489,Idan Baranes,,Israel,Israel,Ironi Tiberias,Liga Leumit,ST,,,,63,61,77,38,61,35,63,active,israeli
isr_490,Itamar Shviro,,Israel,Israel,Ironi Tiberias,Liga Leumit,LW,,,,63,77,54,46,74,35,42,active,israeli
isr_491,Agam Yehuda,,Israel,Israel,Ironi Tiberias,Liga Leumit,RW,,,,69,84,59,51,81,35,45,active,israeli
isr_492,Peter Michael,,Nigeria,Nigeria,Ironi Tiberias,Liga Leumit,ST,,,,66,67,83,42,57,35,69,active,israeli
isr_493,Ofek Antman,,Israel,Israel,Hapoel Acre,Liga Leumit,GK,,,,60,35,35,40,37,35,44,active,israeli
isr_494,Omri Zuarets,,Israel,Israel,Hapoel Acre,Liga Leumit,GK,,,,65,35,35,44,35,35,49,active,israeli
isr_495,Ofer Weiss,,Israel,Israel,Hapoel Acre,Liga Leumit,GK,,,,65,35,35,41,38,35,46,active,israeli
isr_496,Jeffrey Nisembaum,,Israel,Israel,Hapoel Acre,Liga Leumit,CB,,,,67,44,35,38,41,83,72,active,israeli
isr_497,Liad Levi,,Israel,Israel,Hapoel Acre,Liga Leumit,CB,,,,59,38,35,35,36,74,63,active,israeli
isr_498,Kauan,,Brazil,Brazil,Hapoel Acre,Liga Leumit,CB,,,,61,44,35,38,35,71,69,active,israeli
isr_499,Aviv Kanarik,,Israel,Israel,Hapoel Acre,Liga Leumit,LB,,,,63,56,35,44,48,54,44,active,israeli
isr_500,Romi Cohen,,Israel,Israel,Hapoel Acre,Liga Leumit,RB,,,,55,48,35,37,42,55,38,active,israeli
isr_501,Reef Amsalem,,Israel,Israel,Hapoel Acre,Liga Leumit,CB,,,,65,48,35,42,36,77,75,active,israeli
isr_502,Salah Hussein,,Israel,Israel,Hapoel Acre,Liga Leumit,CB,,,,65,50,35,35,38,79,77,active,israeli
isr_503,Loai Taha,,Israel,Israel,Hapoel Acre,Liga Leumit,CB,,,,66,50,35,35,37,79,77,active,israeli
isr_504,Ashraf Rabah,,Israel,Israel,Hapoel Acre,Liga Leumit,LB,,,,63,60,35,39,43,58,48,active,israeli
isr_505,Yakov Ababa,,Israel,Israel,Hapoel Acre,Liga Leumit,RB,,,,59,54,35,43,38,52,43,active,israeli
isr_506,Rauf Jabarin,,Israel,Israel,Hapoel Acre,Liga Leumit,CDM,,,,56,38,35,52,35,59,56,active,israeli
isr_507,Junior Traore,,Côte d'Ivoire,Côte d'Ivoire,Hapoel Acre,Liga Leumit,CM,,,,59,47,43,63,45,38,43,active,israeli
isr_508,Ben Zaid,,Israel,Israel,Hapoel Acre,Liga Leumit,CM,,,,69,55,50,73,54,45,51,active,israeli
isr_509,Ohad Edri,,Israel,Israel,Hapoel Acre,Liga Leumit,CAM,,,,58,42,51,64,66,35,35,active,israeli
isr_510,Sali Pahima,,Israel,Israel,Hapoel Acre,Liga Leumit,LM,,,,61,66,51,57,63,35,42,active,israeli
isr_511,Seri Dadjet,,Côte d'Ivoire,Côte d'Ivoire,Hapoel Acre,Liga Leumit,RM,,,,59,66,42,48,63,35,43,active,israeli
isr_512,Roei Shukrani,,Israel,Israel,Hapoel Acre,Liga Leumit,CDM,,,,67,44,35,60,49,78,65,active,israeli
isr_513,Saar Schwartz,,Israel,Israel,Hapoel Acre,Liga Leumit,CM,,,,59,47,43,63,45,38,43,active,israeli
isr_514,Ellis Spikner,,United States,United States,Hapoel Acre,Liga Leumit,ST,,,,71,72,89,45,62,35,74,active,israeli
isr_515,Osama Khalaila,,Israel,Israel,Hapoel Acre,Liga Leumit,ST,,,,72,74,82,38,64,35,76,active,israeli
isr_516,Raz Twizer,,Israel,Israel,Hapoel Acre,Liga Leumit,LW,,,,68,82,57,49,79,35,44,active,israeli
isr_517,Emmanuel Solomon,,Nigeria,Nigeria,Hapoel Acre,Liga Leumit,RW,,,,72,85,68,59,82,35,44,active,israeli
isr_518,Levan Kutalia,,Georgia,Georgia,Hapoel Acre,Liga Leumit,ST,,,,67,64,80,39,63,35,66,active,israeli
isr_519,Ori Azulay,,Israel,Israel,Hapoel Acre,Liga Leumit,ST,,,,64,60,76,36,60,35,62,active,israeli
isr_520,Jad Shibli,,Israel,Israel,Hapoel Acre,Liga Leumit,LW,,,,70,85,59,51,82,35,45,active,israeli
isr_521,Noam Rudik,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,GK,,,,67,37,35,47,35,35,51,active,israeli
isr_522,Ziv Sa'adon,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,GK,,,,66,35,35,44,40,35,49,active,israeli
isr_523,Re'em Golan,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,GK,,,,67,37,35,47,35,35,51,active,israeli
isr_524,Ilay Ivgi,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CB,,,,57,44,35,35,35,69,68,active,israeli
isr_525,Eitan Komisarov,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CB,,,,64,46,35,40,35,75,73,active,israeli
isr_526,Eitan Aviran,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CB,,,,67,51,35,36,39,81,79,active,israeli
isr_527,David Mantayeev,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,LB,,,,58,56,35,36,41,54,46,active,israeli
isr_528,Ido Schwarz,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,RB,,,,66,62,36,49,44,60,50,active,israeli
isr_529,Daniel Shwarzboim,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CB,,,,58,38,35,35,36,73,62,active,israeli
isr_530,Shalev Saban,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CB,,,,63,47,35,35,36,76,74,active,israeli
isr_531,Shay Moshel,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CB,,,,62,48,35,35,36,75,73,active,israeli
isr_532,Amos Machluf,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,LB,,,,61,57,35,45,41,55,46,active,israeli
isr_533,Ilay Cohen,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,RB,,,,63,60,35,39,43,58,48,active,israeli
isr_534,Nirel Mahpud,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CDM,,,,56,41,35,46,37,62,59,active,israeli
isr_535,Bentzi Moshel,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CM,,,,61,52,38,59,50,42,48,active,israeli
isr_536,Adi Giat,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CM,,,,68,57,43,66,56,47,53,active,israeli
isr_537,Daniel Gretz,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CAM,,,,57,41,50,63,65,35,35,active,israeli
isr_538,Ben Reboah,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,LM,,,,61,63,48,54,69,35,39,active,israeli
isr_539,David Daburkin,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,RM,,,,66,73,47,54,70,35,48,active,israeli
isr_540,Ofek Lilus,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,CDM,,,,66,47,36,63,43,72,68,active,israeli
isr_541,Liad Cohen,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,ST,,,,67,71,78,37,61,35,64,active,israeli
isr_542,Ahmed Masry,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,ST,,,,60,59,74,37,50,35,61,active,israeli
isr_543,Yoel Negrin,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,LW,,,,69,77,61,53,83,35,38,active,israeli
isr_544,Roy Turgeman,,Israel,Israel,Maccabi Ironi Ashdod,Liga Leumit,RW,,,,70,83,66,58,80,35,43,active,israeli
isr_545,Lidor Cohen,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,GK,,,,66,35,35,44,40,35,49,active,israeli
isr_546,Omer Ouliel,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,GK,,,,65,35,35,43,40,35,48,active,israeli
isr_547,Daniel Cohen,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CB,,,,56,40,35,35,35,65,64,active,israeli
isr_548,Sagiv Cohen,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CB,,,,56,43,35,35,35,68,67,active,israeli
isr_549,Sagi Kabilio,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CB,,,,59,39,35,35,37,75,64,active,israeli
isr_550,Omer Rismani,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,LB,,,,64,58,35,46,41,56,46,active,israeli
isr_551,Bantayo Damane,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,RB,,,,65,64,35,42,47,62,43,active,israeli
isr_552,Almog Asraf,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CB,,,,64,45,35,39,35,74,72,active,israeli
isr_553,Ido Ben Yosef,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CB,,,,55,44,35,35,35,68,58,active,israeli
isr_554,Eve Bukris,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CB,,,,56,36,35,35,35,70,60,active,israeli
isr_555,Tal Gromes,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,LB,,,,61,60,35,39,44,58,40,active,israeli
isr_556,Sliman Al Kadiem,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CDM,,,,55,40,35,54,35,60,57,active,israeli
isr_557,Mervi Bergebedze,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CM,,,,62,51,46,67,49,41,47,active,israeli
isr_558,Mohammed Alajo,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CM,,,,65,54,40,62,52,44,50,active,israeli
isr_559,Yanai David,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CAM,,,,66,55,56,71,72,35,36,active,israeli
isr_560,Yonatan Cohen,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,LM,,,,62,64,48,55,70,35,40,active,israeli
isr_561,Ron Yosef,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,RM,,,,65,73,48,54,70,35,48,active,israeli
isr_562,Sergey Kurik,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CDM,,,,66,44,35,60,49,69,65,active,israeli
isr_563,Omer Shirazi,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CM,,,,58,49,36,56,48,40,46,active,israeli
isr_564,Gil Pahima,,Israel,Israel,Hapoel Bnei Lod,Liga Leumit,CM,,,,64,50,46,67,48,41,46,active,israeli
isr_565,Roee Cohen,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,GK,,,,64,38,35,39,35,35,52,active,israeli
isr_566,Ilay Tomer,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,CB,,,,66,48,35,41,35,77,75,active,israeli
isr_567,Giorgi Kopreba,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,CB,,,,56,41,35,36,35,66,65,active,israeli
isr_568,Miki Siroshtein,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,CB,,,,60,42,35,37,35,69,67,active,israeli
isr_569,Amir Ben Shimon,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,LB,,,,58,55,35,35,40,53,45,active,israeli
isr_570,Uri Tzaadon,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,RB,,,,58,55,35,35,40,53,45,active,israeli
isr_571,Liam Nagar,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,CB,,,,64,46,35,40,35,75,73,active,israeli
isr_572,Amnon Tadela,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,CDM,,,,57,43,35,48,39,64,61,active,israeli
isr_573,Ben Khawaz,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,CM,,,,61,46,41,62,53,45,42,active,israeli
isr_574,Sivan Talmi,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,CM,,,,57,43,39,58,50,43,39,active,israeli
isr_575,Dan Kaduri,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,CAM,,,,58,46,55,68,61,35,37,active,israeli
isr_576,Sean Malka,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,LM,,,,67,68,51,58,74,35,43,active,israeli
isr_577,Lior Berkovich,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,RM,,,,64,66,50,56,72,35,42,active,israeli
isr_578,Yoav Librus,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,CDM,,,,64,48,35,55,44,71,68,active,israeli
isr_579,Adir Rotstein,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,CM,,,,67,54,49,71,52,44,49,active,israeli
isr_580,Eden Hershkovitz,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,ST,,,,72,70,87,43,69,35,72,active,israeli
isr_581,Yanai David,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,ST,,,,66,65,81,40,55,35,67,active,israeli
isr_582,Sean Buskila,,Israel,Israel,Sektzia Nes Ziona,Liga Leumit,LW,,,,64,79,55,47,76,35,42,active,israeli
isr_583,Tamir Lalou,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,GK,,,,69,35,35,44,40,35,49,active,israeli
isr_584,Ido Artzi,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,GK,,,,60,35,35,40,37,35,44,active,israeli
isr_585,Omri Ohana,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,CB,,,,66,46,35,39,42,75,73,active,israeli
isr_586,Hamidou Diallo,,Mali,Mali,Hapoel Nof HaGalil,Liga Leumit,CB,,,,68,49,35,42,36,80,77,active,israeli
isr_587,Pedro Sass,,Brazil,Brazil,Hapoel Nof HaGalil,Liga Leumit,CB,,,,68,52,35,36,39,83,80,active,israeli
isr_588,Jenia Berkman,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,LB,,,,65,56,35,43,48,63,44,active,israeli
isr_589,Liam Bitan,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,RB,,,,57,54,35,35,39,52,44,active,israeli
isr_590,Ayman Ali,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,CB,,,,62,49,35,35,37,76,65,active,israeli
isr_591,Shay Mosinenko,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,CB,,,,60,42,35,37,35,69,67,active,israeli
isr_592,Dolev Azulay,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,CB,,,,63,47,35,35,36,76,74,active,israeli
